id,title,runtime,original_language,overview,popularity,tagline,genres,spoken_languages,keywords,directors,writers,averageRating,numVotes,cast,sex_nudity_summary,sex_nudity_score,year,NLP_nudity_score,Sexual_Nudity_Category,sex_nudity_summary_cleaned
9300,Orlando,90,en,"England, 1600. Queen Elizabeth I promises Orlando, a young nobleman obsessed with poetry, that she will grant him land and fortune if he agrees to satisfy a very particular request.",7.567,,"Drama, Fantasy","English, French, Russian, Turkish","london, england, based on novel or book, queen elizabeth i, breaking the fourth wall, androgyny, woman director, nobleman, women's rights, ottoman empire",Sally Potter,"Virginia Woolf, Walter Donohue, Sally Potter",7.1,19508,"Tilda Swinton, Billy Zane, Lothaire Bluteau, John Wood, Charlotte Valandrey, Heathcote Williams, Quentin Crisp, Peter Eyre, Thom Hoffman, Kathryn Hunter","Moderate.  Orlando is seen naked in a few scenes, though strategically covered.  There are some implied sexual encounters and innuendo, including a scene where Orlando is in bed with a woman and later with a man.  Some discussion of sexual relationships and gender identity.",4.0,1992,5,Moderate,"Orlando is seen naked in a few scenes, though strategically covered.  There are some implied sexual encounters and innuendo, including a scene where Orlando is in bed with a woman and later with a man.  Some discussion of sexual relationships and gender identity."
8942,Wendy and Lucy,81,en,A near-penniless drifter's journey to Alaska in search of work is interrupted when she loses her dog while attempting to shoplift food for it.,8.363,"On the long road, friendship is everything.",Drama,English,"friendship, oregon, usa, survival, scar, dog, family, broken down car, woman director, journey, mysterious past",Kelly Reichardt,"Jonathan Raymond, Kelly Reichardt",7.1,20188,"Michelle Williams, Wally Dalton, Will Oldham, John Robinson, David Koppell, Max Clement, Sid Shanley, Dave Hubner, Michelle Worthey, Roger D. Faires",None.,1.0,2008,0,None,
169607,Finding Vivian Maier,83,en,"Vivian Maier's photos were seemingly destined for obscurity, lost among the clutter of the countless objects she'd collected throughout her life. Instead these images have shaken the world of street photography and irrevocably changed the life of the man who brought them to the public eye. This film brings to life the interesting turns and travails of the improbable saga of John Maloof's discovery of Vivian Maier, unravelling this mysterious tale through her documentary films, photographs, odd collections and personal accounts from the people that knew her. What started as a blog to show her work quickly became a viral sensation in the photography world. Photos destined for the trash heap now line gallery exhibitions, a forthcoming book and this documentary film.",10.864,,Documentary,English,"photographer, photography, photograph, art, discovery, film preservation, art exhibition, art restoration, female photographer, photography studies, street photography","John Maloof, Charlie Siskel","John Maloof, Charlie Siskel",7.7,15353,"Vivian Maier, Daniel Arnaud, Simon Amédé, Maren Baylaender, Eula Biss, Bindy Bitterman, Roger Carlson, Phil Donahue, Karen Frank, Dayanara Garcia",,1.0,2014,0,None,nan
47909,Poetry,139,ko,A sexagenarian South Korean woman enrolls in a poetry class as she grapples with her faltering memory and her grandson's appalling wrongdoing.,9.597,,Drama,Korean,"poetry, tv addicted person, bridge, alzheimer's disease, caretaker, teenage rape, poetry teacher, old woman, badminton, grandmother grandson relationship",Lee Chang-dong,Lee Chang-dong,7.8,13985,"Yoon Jeong-hee, Lee Da-wit, Kim Hee-ra, Ahn Nae-sang, Kim Yong-taek, Park Myung-shin, Jang Hye-jin, Kim Nam-jin, Kim Jong-goo, Kim Hye-jung","Mild.  A teenage boy exposes himself to an older woman (his grandmother's age).  The incident is not shown explicitly, but the woman's reaction and the boy's subsequent behavior make it clear what happened. There are also some discussions of sexual assault.",3.0,2010,2,Mild,"A teenage boy exposes himself to an older woman (his grandmother's age).  The incident is not shown explicitly, but the woman's reaction and the boy's subsequent behavior make it clear what happened. There are also some discussions of sexual assault."
2014,The Edge of Heaven,122,de,"The lives of six German-Turkish immigrants are drawn together by circumstance: An old man and a prostitute forging a partnership, a young scholar reconciling his past, two young women falling in love, and a mother putting the shattered pieces of her life back together.",11.328,,Drama,"English, German, Turkish","prison, dying and death, mother, funeral, germany, loss of loved one, release from prison, homeland, women's prison, turkey, stepmother, bremen",Fatih Akin,Fatih Akin,7.7,34413,"Nurgül Yeşilçay, Baki Davrak, Patrycia Ziolkowska, Tuncel Kurtiz, Nursel Köse, Hanna Schygulla, Erkan Can, Nejat İşler, Güven Kıraç, Lars Rudolph","Moderate; A man and a woman are shown in bed together, covered by sheets (no nudity).  A prostitute solicits a man on the street.  A man kisses a woman.  Some sexual dialogue.",3.0,2007,5,Moderate,"A man and a woman are shown in bed together, covered by sheets (no nudity).  A prostitute solicits a man on the street.  A man kisses a woman.  Some sexual dialogue."
493099,RBG,98,en,"Justice Ruth Bader Ginsburg now 84, and still inspired by the lawyers who defended free speech during the Red Scare, Ginsburg refuses to relinquish her passionate duty, steadily fighting for equal rights for all citizens under the law. Through intimate interviews and unprecedented access to Ginsburg’s life outside the court, RBG tells the electric story of Ginsburg’s consuming love affairs with both the Constitution and her beloved husband Marty—and of a life’s work that led her to become an icon of justice in the highest court in the land.",7.431,Hero. Icon. Dissenter.,Documentary,"English, French, German, Italian","biography, supreme court, woman director, supreme court justice","Julie Cohen, Betsy West",,7.6,15273,"Ruth Bader Ginsburg, Jane C. Ginsburg, James Steven Ginsburg, Nina Totenberg, Clara Spera, Gloria Steinem, Bill Clinton, Sharron Frontiero, Orrin Hatch, Lilly Ledbetter","None.  There are some photos of Ruth Bader Ginsburg and her husband, Martin, when they were younger.",1.0,2018,0,None,"There are some photos of Ruth Bader Ginsburg and her husband, Martin, when they were younger."
82825,Kahaani,122,hi,"Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems.",7.815,A mother of a story.,"Mystery, Thriller","Bengali, Hindi, English","investigation, police corruption, india, missing husband, nerve gas",Sujoy Ghosh,"Sujoy Ghosh, Advaita Kala, Suresh Nair, Ritesh Shah, Sutapa Sikdar, Nikhil Vyas",8.1,67248,"Vidya Balan, Parambrata Chatterjee, Nawazuddin Siddiqui, Saswata Chatterjee, Kharaj Mukherjee, Dhritiman Chatterjee, Darshan Jariwala, Indraneil Sengupta, Colleen Blanche, Shantilal Mukherjee",None.  No sex or nudity.  One scene shows a pregnant woman's bare belly.,1.0,2012,0,None,No sex or nudity.  One scene shows a pregnant woman's bare belly.
10397,Angela's Ashes,145,en,"Based on the best selling autobiography by Irish expat Frank McCourt, Angela's Ashes follows the experiences of young Frankie and his family as they try against all odds to escape the poverty endemic in the slums of pre-war Limerick. The film opens with the family in Brooklyn, but following the death of one of Frankie's siblings, they return home, only to find the situation there even worse. Prejudice against Frankie's Northern Irish father makes his search for employment in the Republic difficult despite his having fought for the IRA, and when he does find money, he spends the money on drink.",13.149,,Drama,English,"emigration, irish-american, hunger, socially deprived family, rain, famine, alcoholism, poverty, based on memoir or autobiography, ireland, brooklyn, new york city, alcoholic father, dead children, irish catholic, 1930s, life in the slums, drunkard, children in need, limerick, rainy setting",Alan Parker,"Frank McCourt, Laura Jones, Alan Parker",7.3,23777,"Emily Watson, Robert Carlyle, Joe Breen, Michael Legge, Ciarán Owens, Ronnie Masterson, Pauline McLynn, Liam Carney, Eanna MacLiam, Shane Murray-Corcoran",Mild.  A young boy is curious about sex and asks questions.  A young couple is shown in bed together (no nudity).  A man exposes himself to children.  Some sexual references.,3.0,1999,4,Mild,A young boy is curious about sex and asks questions.  A young couple is shown in bed together (no nudity).  A man exposes himself to children.  Some sexual references.
10938,Beautiful Thing,92,en,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, three teenagers edge towards adulthood.",10.273,An urban fairytale.,"Comedy, Drama, Romance",English,"coming out, london, england, sexuality, based on play or musical, male homosexuality, summer, single mother, teenage love, teenage sexuality, lgbt, dancing in the street, lgbt teen, woman director, gay theme, lgbt interest, teenager",Hettie Macdonald,Jonathan Harvey,7.6,26419,"Linda Henry, Glen Berry, Scott Neal, Tameka Empson, Ben Daniels, Meera Syal, Garry Cooper, Jeillo Edwards, Terry Duggan, Anna Karen","Kissing, implied sex, and some nudity (bare buttocks).  A teenage boy is seen in his underwear. Two teenage boys kiss and embrace.  There is a scene implying two boys having sex, but nothing explicit is shown.",3.0,1996,9,Severe,"Kissing, implied sex, and some nudity (bare buttocks).  A teenage boy is seen in his underwear. Two teenage boys kiss and embrace.  There is a scene implying two boys having sex, but nothing explicit is shown."
15163,Amazing Grace,117,en,"The true story of William Wilberforce and his courageous quest to end the British slave trade. Along the way, Wilberforce meets intense opposition, but his minister urges him to see the cause through.",14.703,Behind the song you love is a story you will never forget.,Drama,"English, French, Hungarian","slavery, based on true story, hymn, british history, 18th century, slave trade, amazing grace hymn, sea voyage, 19th century, father son relationship, 1790s",Michael Apted,Steven Knight,7.4,26011,"Ioan Gruffudd, Romola Garai, Benedict Cumberbatch, Albert Finney, Michael Gambon, Rufus Sewell, Youssou N'Dour, Ciarán Hinds, Toby Jones, Nicholas Farrell",None.  The film focuses on the abolition of slavery in Great Britain.,1.0,2006,0,None,The film focuses on the abolition of slavery in Great Britain.
760099,Living,102,en,"London, 1953. Mr. Williams, a veteran civil servant, is an important cog within the city's bureaucracy as it struggles to rebuild in the aftermath of World War II. Buried under paperwork at the office and lonely at home, his life has long felt empty and meaningless. Then a devastating medical diagnosis forces him to take stock, and to try and grasp some fulfilment before it passes permanently beyond reach.",15.601,It's never too late to start.,Drama,English,"london, england, terminal illness, remake, period drama, post world war ii, 1950s",Oliver Hermanus,"Kazuo Ishiguro, Akira Kurosawa, Shinobu Hashimoto, Hideo Oguni",7.2,36193,"Bill Nighy, Aimee Lou Wood, Alex Sharp, Tom Burke, Adrian Rawlins, Oliver Chris, Hubert Burton, Zoe Boyle, Barney Fishwick, Patsy Ferran",Mild.  A married man kisses a woman who is not his wife.  Some innuendo.,2.0,2022,1,None,A married man kisses a woman who is not his wife.  Some innuendo.
14900,The Great Muppet Caper,95,en,"Kermit and Fozzie are newspaper reporters sent to London to interview Lady Holiday, a wealthy fashion designer whose priceless diamond necklace is stolen. Kermit meets and falls in love with her secretary, Miss Piggy. The jewel thieves strike again, and this time frame Miss Piggy. It's up to Kermit and Muppets to bring the real culprits to justice.",11.406,The Muppets... Scotland Yard... jewel thieves... lead to high adventure in London.,"Family, Crime, Comedy, Mystery, Music",English,"puppetry, reporter, gonzo, fozzie bear, miss piggy, jewelry heist, marretas, kermit the frog",Jim Henson,"Tom Patchett, Jay Tarses, Jerry Juhl, Jack Rose",7.1,17345,"Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Steve Whitmire, Charles Grodin, Diana Rigg, John Cleese, Jack Warden, Robert Morley","Mild. Some very mild innuendo and flirtation. Miss Piggy makes several advances toward Kermit, and there's a running gag about a jewel thief hiding inside her dress.  One brief scene of Animal lusting after a model.",2.0,1981,0,None,"Some very mild innuendo and flirtation. Miss Piggy makes several advances toward Kermit, and there's a running gag about a jewel thief hiding inside her dress.  One brief scene of Animal lusting after a model."
438146,Birds of Passage,125,es,"During the marijuana bonanza, a violent decade that saw the origins of drug trafficking in Colombia, Rapayet and his indigenous family get involved in a war to control the business that ends up destroying their lives and their culture.",6.741,Generations of tradition. Consumed by greed.,"Drama, Crime","English, Spanish","superstition, indigenous, 1970s, revenge, murder, marijuana, drug trade, south america, dowry, woman director, 1980s, 1960s, colombian","Cristina Gallego, Ciro Guerra","Maria Camila Arias, Jacques Toulemonde Vidal, Cristina Gallego, Ciro Guerra",7.5,13424,"José Acosta, Carmiña Martínez, Natalia Reyes, Greider Meza, José Vicente, Juan Bautista Martínez, Jhon Narváez, Miguel Viera, Sergio Coen, Aslenis Márquez",Mild.  A man and woman kiss passionately and have sex (no nudity). A man and woman are shown in bed together (no nudity). A man and woman dance suggestively. A woman's bare breasts are shown as she is being measured for a dress.,3.0,2018,7,Moderate,A man and woman kiss passionately and have sex (no nudity). A man and woman are shown in bed together (no nudity). A man and woman dance suggestively. A woman's bare breasts are shown as she is being measured for a dress.
282631,The Admiral: Roaring Currents,126,ko,"The film mainly follows the famous 1597 Battle of Myeongryang during the Japanese invasion of Korea 1592-1598, where the iconic Joseon admiral Yi Sun-sin managed to destroy a total of 133 Japanese warships with only 13 ships remaining in his command. The battle, which took place in the Myeongryang Strait off the southwest coast of the Korean Peninsula, is considered one of the greatest victories of Yi.",14.167,12 ships against a fleet of 330.,"War, Action, Drama, History","Korean, Japanese","navy, biography, based on true story, battleship, naval warfare, 16th century, battle of myeongryang, japanese invasion of korea, korean navy, joseon dynasty, yi sun-sin, imjin war",Kim Han-min,"Kim Han-min, Cheol-Hong Jeon",7.1,13526,"Choi Min-sik, Ryu Seung-ryong, Cho Jin-woong, Jin Goo, Lee Jung-hyun, Kim Myung-gon, Kwon Yul, No Min-woo, Kim Tae-hun, Ryohei Otani",None.  No sex or nudity.,1.0,2014,0,None,No sex or nudity.
7343,City of Men,106,pt,"Best buddies Acerola and Laranjinha, about to turn 18, discover things about their missing fathers' pasts which will shatter their solid friendship, in the middle of a war between rival drug gangs from Rio's favelas.",9.477,An unforgettable tale of friendship and survival in a city where the greatest challenge is growing up.,Drama,Portuguese,"street gang, slum, becoming an adult, parent child relationship, father murder, loss of loved one, rio de janeiro, ghetto, battle for power, street riots, matter of life and death, boy gang, youth gang, gang, father figure",Paulo Morelli,"Elena Soarez, Roberto Moreira, Paulo Morelli, Bráulio Mantovani",7.2,16548,"Douglas Silva, Darlan Cunha, Jonathan Haagensen, Rodrigo dos Santos, Fábio Lago, Maurício Gonçalves, Camila Monteiro, Naima Silva, Eduardo 'BR' Piranha, Pedro Henrique",Mild.  A man kisses a woman passionately. A man and woman are shown in bed together (it is implied they had sex). Some sexual references.,2.0,2007,4,Mild,A man kisses a woman passionately. A man and woman are shown in bed together (it is implied they had sex). Some sexual references.
86000,Always,108,ko,A former boxer turned parking lot attendant finds hope in the love of the blind telemarketer who walks into his booth one day.,15.231,I see you. I hear you. I love you.,"Romance, Drama",Korean,"attraction, blindness",Song Il-gon,"Song Il-gon, Roh Hong-Jin, Ji-Sun An, Yoo Yeong-ah",7.7,11765,"So Ji-sub, Han Hyo-joo, Oh Kwang-rok, Kang Shin-il, Goo Seung-hyun, Park Cheol-min, Kim Mi-kyeong, Jin Goo, Jung Jae-jin, Park Seong-geun","** Mild kissing and innuendo, along with some implied intimacy with no explicit nudity or sexual acts shown.",,2011,5,Moderate,"kissing and innuendo, along with some implied intimacy with no explicit nudity or sexual acts shown."
566213,Honeyland,89,mk,"When nomadic beekeepers break Honeyland’s basic rule (take half of the honey, but leave half to the bees), the last female beehunter in Europe must save the bees and restore natural balance.",9.132,,Documentary,"Bosnian, Macedonian, Turkish","tradition, beehive, rural area, new neighbor, bee, honey, beekeeping, macedonia, beekeeper, mother daughter relationship, large family","Tamara Kotevska, Ljubomir Stefanov","Tamara Kotevska, Ljubomir Stefanov",8.0,19818,"Hatidzhe Muratova, Nazife Muratova, Hussein Sam, Ljutvie Sam",None.,1.0,2019,0,None,
267480,The Look of Silence,100,en,"An optician grapples with the Indonesian mass killings of 1965-1966, during which his older brother was exterminated.",6.544,,"History, Documentary","French, Indonesian","loss of loved one, mass murder, biography, indonesia, torture, murderer, genocide, guilt, death of brother, ophthalmologist, indonesian genocide",Joshua Oppenheimer,,8.3,14236,"Adi Rukun, M.Y. Basrun, Amir Hasan, Inong, Kemat, Amir Siahaan",,1.0,2014,0,None,nan
16436,North Face,126,de,North Face tells the story of two German climbers Toni Kurz and Andreas Hinterstoisser and their attempt to scale the deadly North Face of the Eiger.,13.246,A true story,"Adventure, Drama, Action, History, Thriller","German, French, Italian","human vs nature, switzerland, bavaria, germany, national socialism, climbing, mountain climbing, alps mountains, mountaineering",Philipp Stölzl,"Chris Silber, Philipp Stölzl, Rupert Henning, Johannes Naber, Benedikt Roeskau",7.4,16663,"Benno Fürmann, Florian Lukas, Johanna Wokalek, Georg Friedrich, Simon Schwarz, Ulrich Tukur, Erwin Steinhauer, Branko Samarovski, Petra Morzé, Hanspeter Müller",Mild. A man and woman kiss passionately. A woman is seen changing her clothes (no nudity).  A man is seen shirtless.,2.0,2008,2,Mild,A man and woman kiss passionately. A woman is seen changing her clothes (no nudity).  A man is seen shirtless.
754609,Mrs. Harris Goes to Paris,116,en,A 1950s London cleaning lady falls in love with an haute couture dress by Christian Dior and decides to gamble everything for the sake of this folly.,16.093,Follow your dream.,"Drama, Comedy","French, English","paris, france, based on novel or book, widow, dress, fashion, cleaner, 1950s",Anthony Fabian,"Paul Gallico, Carroll Cartwright, Anthony Fabian, Keith Thompson, Olivia Hetreed",7.1,33073,"Lesley Manville, Isabelle Huppert, Lambert Wilson, Alba Baptista, Lucas Bravo, Ellen Thomas, Rose Williams, Jason Isaacs, Anna Chancellor, Roxane Duran",Mild.  Some flirting and kissing.  A woman is shown in her slip and petticoat.  A man is shown shirtless.  Some innuendo.,2.0,2022,2,Mild,Some flirting and kissing.  A woman is shown in her slip and petticoat.  A man is shown shirtless.  Some innuendo.
889699,Holy Spider,118,fa,"A journalist descends into the dark underbelly of the Iranian holy city of Mashhad as she investigates the serial killings of sex workers by the so called ""Spider Killer"", who believes he is cleansing the streets of sinners.",16.047,,"Crime, Drama, Thriller",Persian,"journalist, prostitute, investigation, based on true story, serial killer, religion, iran",Ali Abbasi,"Ali Abbasi, Afshin Kamran Bahrami, Jonas Wagner",7.3,28463,"Zar Amir Ebrahimi, Mehdi Bajestani, Forouzan Jamshidnejad, Sina Parvaneh, Sara Fazilat, Alice Rahimi, Ali Nazarian, Sima Seyed, Firouz Ageli, Farhad Faghih Habibi","Severe.  Full frontal female nudity is shown several times, including close-ups of breasts and genitals.  A woman is shown being strangled while fully nude.  There are several scenes of a man soliciting prostitutes.  Sexual activity is implied but not graphically shown.",8.0,2022,10,Severe,"Full frontal female nudity is shown several times, including close-ups of breasts and genitals.  A woman is shown being strangled while fully nude.  There are several scenes of a man soliciting prostitutes.  Sexual activity is implied but not graphically shown."
21712,Mind Game,103,ja,"The film follows Nishi, a loser who has a crush on his childhood girlfriend. After an encounter with the Japanese mafia, the film follows Nishi as he journeys to heaven and back, and ends up trapped in an even more unlikely place.",12.999,,"Animation, Romance, Comedy, Drama, Fantasy",Japanese,"new love, heaven, cruelty, adult animation","Masaaki Yuasa, Kôji Morimoto","Robin Nishi, Masaaki Yuasa",7.7,11156,"Koji Imada, Sayaka Maeda, Takashi Fujii, Seiko Takuma, Tomomitsu Yamaguchi, Toshio Sakata, Jôji Shimaki, Rintaro Nishi, Kenichi Chujou","**  Non-sexualized nudity in a bathhouse setting, some sexual innuendo, and a suggestive pose.",,2004,6,Moderate,"**  Non-sexualized nudity in a bathhouse setting, some sexual innuendo, and a suggestive pose."
338729,The Beauty Inside,127,ko,"Woo-jin, a furniture designer who wakes up in a different body every day, falls for Yi-soo, a woman he meets through his work.",14.747,Love has many faces.,"Fantasy, Romance","English, Japanese, Korean","body exchange, bromance, advertising",Jong-Yeol Baek,"Seon-jeong Kim, Jeong-ye Park, Kyung-hee Noh",7.3,8371,"Han Hyo-joo, Kim Dae-myung, Do Ji-han, Bae Sung-woo, Park Shin-hye, Lee Beom-soo, Park Seo-jun, Kim Sang-ho, Chun Woo-hee, Juri Ueno","** Mild. A man and woman kiss passionately and begin to undress each other, but the scene ends before anything explicit is shown.  A man and woman sleep in the same bed (clothed).  A few scenes show couples kissing. Some innuendo.",,2015,4,Mild,"A man and woman kiss passionately and begin to undress each other, but the scene ends before anything explicit is shown.  A man and woman sleep in the same bed (clothed).  A few scenes show couples kissing. Some innuendo."
11420,The Corporation,145,en,"Since the late 18th century American legal decision that the business corporation organizational model is legally a person, it has become a dominant economic, political and social force around the globe. This film takes an in-depth psychological examination of the organization model through various case studies. What the study illustrates is that in the its behaviour, this type of ""person"" typically acts like a dangerously destructive psychopath without conscience. Furthermore, we see the profound threat this psychopath has for our world and our future, but also how the people with courage, intelligence and determination can do to stop it.",7.787,The corporation as psychopath...,Documentary,English,"canada, capitalism, politics, political activism, interview, marketing, business, economics, advertising, democracy, woman director, social issues, usa politics","Mark Achbar, Jennifer Abbott","Joel Bakan, Harold Crooks, Mark Achbar, Thomas Shandel",8.0,21978,"Jane Akre, Ray Anderson, Maude Barlow, Noam Chomsky, Mikela Jay, Rob Beckwermert, Christopher Gora, Nina Jones, Richard Kopycinski, Pope John XXIII",,1.0,2003,0,None,nan
14097,9th Company,139,ru,"Russian army recruits complete training and take their posting in late 1980s Afghanistan, where the insurgents are slowly gaining the upper hand.",13.082,They stood together while their country fell apart,"War, Action, Drama, History",Russian,,Fedor Bondarchuk,"Iskander Galiev, Yuriy Korotkov",7.1,21976,"Aleksey Chadov, Artur Smolyaninov, Konstantin Kryukov, Ivan Kokorin, Artyom Mikhalkov, Soslan Fidarov, Mikhail Porechenkov, Dmitriy Mukhamadeev, Amadu Mamadakov, Mikhail Evlanov",Mild.  Brief non-sexual male rear nudity in a bathhouse scene. Some sexual innuendo.,2.0,2005,6,Moderate,Brief non-sexual male rear nudity in a bathhouse scene. Some sexual innuendo.
13963,The Last Waltz,117,en,"Martin Scorsese's documentary intertwines footage from ""The Band's"" incredible farewell tour with probing backstage interviews and featured performances by Eric Clapton, Bob Dylan, Joni Mitchell, Van Morrison, and other rock legends.",9.881,It Started as a Concert. It Became a Celebration.,"Documentary, Music",English,1970s,Martin Scorsese,Mardik Martin,8.1,20874,"Rick Danko, Levon Helm, Richard Manuel, Garth Hudson, Eric Clapton, Neil Diamond, Bob Dylan, Neil Young, Joni Mitchell, Emmylou Harris",None.  No sex or nudity.,1.0,1978,0,None,No sex or nudity.
67,Paradise Now,90,en,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,8.694,"From the most unexpected place, come a new call for peace","Thriller, Crime, Drama","Arabic, English","individual, friendship, israel, palestinian-israeli conflict, palestine, middle east, muslim, civil war, suicide mission, unemployment, gay theme",Hany Abu-Assad,"Hany Abu-Assad, Bero Beyer, Pierre Hodgson",7.4,24410,"Qais Nashif, Ali Suliman, Lubna Azabal, Amer Hlehel, Hiam Abbass, Ashraf Barhom, Mohamed Bustami, Dirar Suleiman, Jamel Daher, Lutuf Nouasser",Mild.  A man and woman kiss passionately. A man is shown shaving his body in preparation for a suicide mission.,2.0,2005,1,None,A man and woman kiss passionately. A man is shown shaving his body in preparation for a suicide mission.
118628,English Vinglish,134,hi,"In the United States for the first time, an Indian housewife with a limited command of English turns Manhattan into her personal language school.",7.442,The first time only happens once.,"Comedy, Drama, Family",Hindi,"classroom, housewife, speech, foreign language, wedding, xenophobia, manhattan, new york city, social differences, woman director",Gauri Shinde,Gauri Shinde,7.8,40453,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand, Navika Kotia, Shivansh Kotia, Sujata Kumar, Rajeev Ravindranathan, Sumeet Vyas, Ruth Aguilar","None.  There are some scenes of married couples showing affection, such as hugging and kissing on the cheek.",1.0,2012,0,None,"There are some scenes of married couples showing affection, such as hugging and kissing on the cheek."
17501,Don,178,hi,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",9.326,The Chase Begins Again,"Action, Drama, Thriller",Hindi,"drug trafficking, remake, doppelgänger, don",Farhan Akhtar,"Salim Khan, Javed Akhtar, Farhan Akhtar",7.2,41998,"Shah Rukh Khan, Priyanka Chopra Jonas, Arjun Rampal, Boman Irani, Om Puri, Pavan Malhotra, Rajesh Khattar, Isha Koppikar, Kareena Kapoor Khan, Diwakar Pundir",Mild.  Some innuendo and suggestive dancing. A woman wears somewhat revealing outfits.,3.0,2006,0,None,Some innuendo and suggestive dancing. A woman wears somewhat revealing outfits.
644089,Blue Bayou,117,en,"As a Korean-American man raised in the Louisiana bayou works hard to make a life for his family, he must confront the ghosts of his past as he discovers that he could be deported from the only country he has ever called home.",11.766,It's not where you're from. It's where you belong.,Drama,"Korean, Vietnamese, English","louisiana, east asian lead, family, korean american, korean, asian american",Justin Chon,Justin Chon,7.1,11110,"Justin Chon, Alicia Vikander, Mark O'Brien, Linh-Dan Pham, Sydney Kowalske, Vondie Curtis-Hall, Emory Cohen, Geraldine Singer, Toby Vitrano, Altonio Jackson",Mild. A married couple is shown in bed together (no nudity or sexual activity is shown). A man is shown shirtless.,2.0,2021,0,None,A married couple is shown in bed together (no nudity or sexual activity is shown). A man is shown shirtless.
318279,Meru,89,en,"Meru is the electrifying story of three elite American climbers—Conrad Anker, Jimmy Chin, and Renan Ozturk—bent on achieving the impossible.",5.363,Believe in the impossible,"Adventure, Documentary",English,"himalaya mountain range, climbing, india, mountain climbing, mountaineering, woman director, rock climbing, alpinism, alpine climbing","Jimmy Chin, Elizabeth Chai Vasarhelyi",,7.7,19771,"Conrad Anker, Jenni Lowe-Anker, Amee Hinkley, Grace Chin, Jeremy Jones",None.  No sex or nudity.,1.0,2015,0,None,No sex or nudity.
5204,Kontroll,107,hu,"A tale about a strange young man, Bulcsú, and the fellow ticket inspectors on his team who work aboard the subterranean Budapest Metro. A tale about racing along the tracks, and about a mysterious serial killer. And a tale about love.",8.228,There's no such thing as a free ride.,"Thriller, Comedy, Crime","Hungarian, Italian, Spanish","budapest, hungary, underground, subway, allegory, eastern europe, dark comedy, train, pursuit, subterranean, dark, gritty, metro, budapest",Nimród Antal,"Nimród Antal, Jim Adler",7.6,27522,"Sándor Csányi, Csaba Pindroch, Zoltán Mucsi, Sándor Badár, Zsolt Nagy, Bence Mátyássy, Győző Szabó, Lajos Kovács, Balla Eszter, László Nádasi",Moderate.  A couple has sex in a subway car (no nudity). A man masturbates under a blanket (nothing shown).  A woman's bare breasts are briefly visible as she changes clothes. Some sexual innuendo.,4.0,2003,8,Moderate,A couple has sex in a subway car (no nudity). A man masturbates under a blanket (nothing shown).  A woman's bare breasts are briefly visible as she changes clothes. Some sexual innuendo.
795813,I'm Your Man,108,de,"Alma is a scientist at Berlin's famous Pergamon Museum. In order to obtain research funds for her studies, she accepts an offer to participate in an extraordinary experiment. For three weeks, she must live with a humanoid robot with artificial intelligence designed to allow it to morph into that of her ideal life partner. Enter Tom, a machine in human form, created to make her happy.",9.966,"93% of women want one, she doesn't.","Science Fiction, Comedy, Romance","English, French, German, Korean, Spanish","berlin, germany, loneliness, scientist, based on short story, woman director, female scientist, single woman, father daughter relationship, scientific experiment, human android relationship",Maria Schrader,"Jan Schomburg, Maria Schrader, Emma Braslavsky",7.1,13726,"Maren Eggert, Dan Stevens, Sandra Hüller, Hans Löw, Wolfgang Hübsch, Annika Meier, Falilou Seck, Jürgen Tarrach, Henriette Richter-Röhl, Monika Oschek","Mild.  A woman and a humanoid robot designed to be her perfect partner kiss, embrace, and sleep in the same bed (no nudity or implied sex). The woman hires a prostitute for the robot, but the scene cuts away before anything happens. Some innuendo and discussion of sex and relationships.",2.0,2021,5,Moderate,"A woman and a humanoid robot designed to be her perfect partner kiss, embrace, and sleep in the same bed (no nudity or implied sex). The woman hires a prostitute for the robot, but the scene cuts away before anything happens. Some innuendo and discussion of sex and relationships."
159014,20 Feet from Stardom,89,en,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.",13.659,Meet the unsung heroes behind the greatest music of our time.,"Documentary, Music","English, Spanish",,Morgan Neville,Morgan Neville,7.4,14139,"Darlene Love, Lisa Fischer, Merry Clayton, Judith Hill, Claudia Lennear, Tata Vega, Patti Austin, Mick Jagger, Stevvi Alexander, Bette Midler",,1.0,2013,0,None,nan
